cell_id,lat,lon,theta,salt,dT_dx,dT_dy,dS_dx,dS_dy,f_coriolis,obs_u,obs_v,n_cycles
3367,-23.0,-37.0,3.6635,34.4344,0.00359,-0.01097,0.00121,0.01309,-5.6985e-05,-0.0091,-0.0087,188
3368,-21.0,-37.0,3.6735,34.4368,0.00631,0.03137,0.01015,-0.01308,-5.2265e-05,-0.0089,0.0103,80
3369,-19.0,-37.0,3.7199,34.4336,-0.0599,0.01161,0.03767,0.00417,-4.7482e-05,0.0051,0.0085,50
3371,-13.0,-37.0,3.8728,34.5538,0.04143,0.00723,0.01624,-0.01728,-3.2807e-05,0.0056,-0.0207,61
3373,-1.0,-37.0,4.487,34.6307,0.00378,0.0517,0.00546,0.00683,-2.545e-06,-0.0306,0.0062,68
3374,1.0,-37.0,4.592,34.6493,0.00132,0.05499,-0.00149,0.01438,2.545e-06,-0.0036,-0.0098,66
3376,5.0,-37.0,4.8242,34.6887,-0.00397,0.09069,-0.00043,0.01491,1.2711e-05,0.0044,-0.0095,203
3377,7.0,-37.0,4.9629,34.7224,-0.00594,0.04681,0.00203,0.00915,1.7774e-05,-0.0095,-0.0035,158
3378,9.0,-37.0,5.1092,34.7469,-0.00265,0.08071,-0.00074,0.01504,2.2815e-05,-0.002,-0.0016,132
3379,11.0,-37.0,5.3081,34.7874,0.01406,0.11786,0.00328,0.02226,2.7828e-05,0.0027,-0.0004,121
3380,13.0,-37.0,5.6177,34.8354,0.00398,0.13298,-0.00079,0.02259,3.2807e-05,0.004,-0.0009,149
3381,15.0,-37.0,5.8001,34.8718,0.00427,0.02318,0.00078,0.00521,3.7747e-05,-0.006,-0.0015,224
3382,17.0,-37.0,5.8551,34.8915,0.00729,0.06577,0.00353,0.01888,4.264e-05,0.0005,0.0005,227
3383,19.0,-37.0,6.0446,34.9381,-0.00372,0.07932,0.00328,0.01618,4.7482e-05,0.0034,0.0002,179
3384,21.0,-37.0,6.2055,34.973,0.00062,0.09155,0.00339,0.02596,5.2265e-05,0.0007,0.0056,208
3385,23.0,-37.0,6.6565,35.0722,0.03825,0.27232,0.00799,0.04422,5.6985e-05,-0.0031,-0.0004,433
3387,27.0,-37.0,7.4157,35.202,-0.01695,0.18269,0.00422,0.0383,6.6211e-05,-0.0006,-0.0019,266
3388,29.0,-37.0,7.8456,35.2978,-0.00843,0.14129,0.00458,0.03315,7.0706e-05,0.0023,0.003,175
3389,31.0,-37.0,8.0933,35.3576,0.10293,0.1005,0.0216,0.02917,7.5114e-05,-0.004,0.002,206
3390,33.0,-37.0,8.056,35.3999,0.18447,-0.18679,0.03624,-0.00109,7.9431e-05,0.0019,-0.0003,97
3393,39.0,-37.0,6.9943,35.2327,0.091,-0.36567,0.02229,-0.05113,9.1781e-05,0.0021,0.0027,134
3395,43.0,-37.0,5.4363,35.0487,0.21026,-0.22092,0.01917,-0.02239,9.9464e-05,0.0199,0.0016,43
3397,47.0,-37.0,4.6104,34.9545,-0.11207,-0.12734,-0.00029,-0.00792,0.000106662,0.0022,-0.0043,253
3398,49.0,-37.0,4.2983,34.9327,-0.00293,-0.17635,0.00046,-0.01051,0.000110068,0.0143,-0.0016,278
3399,51.0,-37.0,3.7935,34.9053,0.02055,-0.16556,-0.00069,-0.00582,0.000113341,0.0223,-0.0017,195
3400,53.0,-37.0,3.6449,34.9073,0.05277,-0.01072,0.01013,0.00327,0.000116475,0.0099,-0.0029,274
3401,55.0,-37.0,3.6439,34.9075,0.14849,0.00393,0.01677,-0.00337,0.000119467,-0.002,-0.0002,185
3402,57.0,-37.0,3.6344,34.8954,0.14139,-0.03103,0.02002,-0.00761,0.000122313,-0.005,-0.0017,299
3404,61.0,-37.0,3.5388,34.8868,-0.0095,0.03585,-0.00397,0.00683,0.000127556,0.0135,0.0081,180
3405,63.0,-37.0,3.6911,34.9076,-0.21304,0.10148,-0.02906,0.01356,0.000129946,-0.0509,-0.0337,195
3406,-65.0,-35.0,0.1866,34.677,0.00594,0.00806,-0.00063,-0.00021,-0.000132178,0.0084,0.0029,16
3407,-57.0,-35.0,1.2835,34.7023,-0.00968,0.34862,0.00302,0.00933,-0.000122313,0.0548,-0.0072,122
3409,-51.0,-35.0,1.8812,34.7017,-0.07923,0.18956,0.00319,-0.01289,-0.000113341,0.032,0.0281,114
3410,-49.0,-35.0,2.3898,34.599,0.0105,0.20894,0.01042,-0.08046,-0.000110068,0.0921,0.0009,174
3411,-47.0,-35.0,2.7795,34.422,-0.09283,0.08433,0.05069,-0.04247,-0.000106662,0.0708,0.0399,124
3412,-45.0,-35.0,2.7863,34.4205,-0.07009,-0.00301,0.03994,0.00417,-0.000103126,0.0034,0.05,140
3415,-39.0,-35.0,3.4342,34.2621,0.10797,0.16731,-0.00978,-0.02802,-9.1781e-05,0.0266,-0.0046,136
3416,-37.0,-35.0,3.6863,34.2351,0.02299,0.07284,-0.00333,-0.00186,-8.777e-05,0.0101,-0.0043,182
3417,-35.0,-35.0,3.7933,34.251,0.01019,0.04428,0.00018,0.01392,-8.3652e-05,-0.0006,0.0053,172
3418,-33.0,-35.0,3.9275,34.2779,0.01097,0.04731,0.00165,0.00869,-7.9431e-05,-0.019,0.0004,191
3420,-27.0,-35.0,3.8021,34.3695,-0.01429,-0.01251,0.00124,0.01358,-6.6211e-05,-0.0162,-0.0047,91
3421,-25.0,-35.0,3.7526,34.4001,-0.00854,-0.04212,-0.0007,0.01578,-6.1635e-05,-0.0099,-0.0069,55
3422,-23.0,-35.0,3.6817,34.4383,0.00556,-0.02203,0.00204,0.01623,-5.6985e-05,-0.0136,0.0032,102
3423,-19.0,-35.0,3.624,34.4949,-0.01952,-0.00284,0.01645,0.01982,-4.7482e-05,0.0092,-0.0124,59
3426,-13.0,-35.0,3.9204,34.5531,0.0013,0.0361,-0.00982,-0.00459,-3.2807e-05,0.0143,0.0001,144
3427,-11.0,-35.0,3.9703,34.5402,0.01732,0.01061,0.00577,-0.00757,-2.7828e-05,-0.0157,-0.0114,137
3428,-3.0,-35.0,4.352,34.611,-9e-05,0.06704,0.00077,0.01871,-7.633e-06,-0.0127,0.0024,82
3429,-1.0,-35.0,4.488,34.6352,0.00126,0.04119,0.00134,0.00415,-2.545e-06,-0.0236,0.006,81
3430,1.0,-35.0,4.5804,34.6442,-0.0031,0.05142,0.00058,0.00714,2.545e-06,-0.0086,-0.0057,64
3431,3.0,-35.0,4.6963,34.6724,-0.00503,0.0349,-0.00217,0.007,7.633e-06,-0.017,0.0,195
3432,5.0,-35.0,4.8131,34.6899,0.00102,0.08761,0.0004,0.01901,1.2711e-05,0.0106,0.0054,178
3433,7.0,-35.0,4.9674,34.7232,0.00837,0.05226,-0.00168,0.00618,1.7774e-05,-0.0078,-0.0022,102
3434,9.0,-35.0,5.1212,34.7453,0.01238,0.0887,0.00142,0.01681,2.2815e-05,0.0005,-0.0006,96
3435,11.0,-35.0,5.3528,34.7956,0.0142,0.1237,0.00135,0.02432,2.7828e-05,-0.0026,-0.0011,134
3436,13.0,-35.0,5.6711,34.847,0.04162,0.14531,0.00923,0.02318,3.2807e-05,-0.0036,0.0004,178
3438,17.0,-35.0,5.9104,34.9009,0.02283,0.07648,0.00459,0.01884,4.264e-05,0.0027,0.0025,162
3439,19.0,-35.0,6.0816,34.9399,0.03827,0.06165,0.00321,0.0149,4.7482e-05,-0.0018,0.0016,161
3440,21.0,-35.0,6.2226,34.9795,0.0165,0.11596,0.00449,0.02978,5.2265e-05,0.0045,-0.0005,244
3441,23.0,-35.0,6.7125,35.0786,0.00131,0.24215,-0.00259,0.04437,5.6985e-05,0.0021,0.0005,254
3444,29.0,-35.0,7.9062,35.3182,0.09201,0.22251,0.01628,0.04692,7.0706e-05,0.0025,0.0035,101
3445,31.0,-35.0,8.3133,35.4071,0.11151,0.14191,0.02397,0.02615,7.5114e-05,-0.0083,-0.0008,88
3446,33.0,-35.0,8.2582,35.4384,0.04192,-0.22191,0.0095,0.00184,7.9431e-05,0.0013,0.0042,99
3448,37.0,-35.0,7.8538,35.3855,0.09088,-0.16162,0.01755,-0.05026,8.777e-05,0.0007,0.0096,86
3450,41.0,-35.0,6.1447,35.1285,0.06095,-0.27377,0.01155,-0.03992,9.5681e-05,0.0073,0.0042,39
3452,45.0,-35.0,5.0504,35.0048,0.07582,-0.34722,0.00675,-0.03779,0.000103126,0.0056,0.0172,82
3454,49.0,-35.0,4.2764,34.9347,-0.01188,-0.16289,0.0031,-0.01184,0.000110068,0.015,-0.0018,267
3457,55.0,-35.0,3.8216,34.9244,0.09248,0.0518,0.00612,0.00193,0.000119467,-0.0084,-0.0067,249
3458,57.0,-35.0,3.8608,34.9235,0.21065,-0.03885,0.02352,-0.0058,0.000122313,-0.0055,0.0087,288
3460,61.0,-35.0,3.5902,34.8886,0.08539,0.01431,0.00604,0.00346,0.000127556,0.0012,0.0154,253
3461,63.0,-35.0,3.6639,34.8997,0.08879,0.0348,0.00638,0.00644,0.000129946,-0.0139,-0.0006,272
3463,-59.0,-33.0,0.5157,34.6817,0.01509,0.22367,-0.00086,0.00431,-0.000125011,0.0173,0.0023,26
3464,-57.0,-33.0,1.1465,34.6962,-0.18182,0.24681,-0.00794,0.0064,-0.000122313,0.0346,0.0197,117
3465,-55.0,-33.0,1.2482,34.6985,-0.38577,-0.11168,-0.01316,-0.00199,-0.000119467,-0.0036,0.0671,106
3466,-53.0,-33.0,1.2618,34.7029,-0.29588,0.14084,-0.00597,0.00566,-0.000116475,0.0194,0.0351,107
3467,-51.0,-33.0,1.7217,34.7051,-0.08152,0.34471,0.00072,-0.01755,-0.000113341,0.0892,0.0184,108
3468,-49.0,-33.0,2.4383,34.6036,0.03416,0.15449,-0.00197,-0.05335,-0.000110068,0.0494,-0.0168,182
3469,-47.0,-33.0,2.645,34.496,-0.05504,0.05786,0.03553,-0.02872,-0.000106662,0.0455,0.0461,173
3470,-45.0,-33.0,2.7105,34.4642,0.00297,0.05526,0.00135,-0.03155,-0.000103126,0.0116,0.0091,137
3472,-41.0,-33.0,3.0602,34.3358,0.03129,0.16779,-0.01684,-0.03489,-9.5681e-05,0.0402,0.0049,153
3476,-33.0,-33.0,3.8814,34.2797,-0.04,0.0373,0.0006,0.00864,-7.9431e-05,-0.017,-0.0007,165
3477,-31.0,-33.0,3.914,34.2971,-0.04038,-0.01844,-0.00193,0.01177,-7.5114e-05,-0.0193,-0.0043,169
3478,-29.0,-33.0,3.867,34.3342,0.00283,-0.00904,0.00149,0.01754,-7.0706e-05,-0.0259,0.0035,137
3480,-25.0,-33.0,3.746,34.4023,0.01051,-0.04055,0.00372,0.01768,-6.1635e-05,-0.0217,0.0114,42
3482,-21.0,-33.0,3.6285,34.4812,-0.01147,-0.01721,0.00596,0.01637,-5.2265e-05,-0.0137,0.0046,105
3483,-19.0,-33.0,3.6193,34.5113,0.00656,0.02441,0.00205,0.01011,-4.7482e-05,0.0093,0.0031,100
3484,-17.0,-33.0,3.7187,34.5231,0.00964,0.04556,-0.00355,0.00175,-4.264e-05,-0.0047,0.0023,116
3485,-15.0,-33.0,3.8029,34.5315,0.00384,0.04047,-0.00737,0.00718,-3.7747e-05,-0.0055,-0.0021,61
3486,-13.0,-33.0,3.9107,34.5393,-0.00618,0.04163,-0.0019,-0.00146,-3.2807e-05,0.0045,0.0061,107
3488,-9.0,-33.0,4.0108,34.552,0.01439,0.02637,0.0011,0.00232,-2.2815e-05,-0.0084,0.002,189
3490,-5.0,-33.0,4.2087,34.5758,-0.00248,0.05168,0.00239,0.00828,-1.2711e-05,-0.0193,0.0034,111
3491,-3.0,-33.0,4.3396,34.6085,-0.00486,0.06974,-0.00293,0.01753,-7.633e-06,-0.0044,0.0016,97
3492,-1.0,-33.0,4.4856,34.6333,-0.0072,0.03877,-0.0034,0.00642,-2.545e-06,-0.0242,-0.0012,114
3495,5.0,-33.0,4.7918,34.687,-0.00478,0.08094,-0.00424,0.01911,1.2711e-05,0.0067,-0.0022,253
3496,7.0,-33.0,4.9475,34.721,-0.01879,0.06333,-0.00244,0.00757,1.7774e-05,-0.0107,-0.0012,72
3498,11.0,-33.0,5.3398,34.7966,-0.01424,0.13116,-0.00194,0.02633,2.7828e-05,-0.0001,0.0025,136
3499,13.0,-33.0,5.7202,34.8539,-0.00246,0.16255,-0.00106,0.02578,3.2807e-05,-0.0004,-0.0003,180
3500,15.0,-33.0,5.9039,34.8891,-0.00151,0.00895,0.00517,0.00713,3.7747e-05,-0.0057,-0.0012,224
3501,17.0,-33.0,5.9615,34.9174,0.02455,0.09757,0.00843,0.02059,4.264e-05,0.0008,-0.0005,131
3502,19.0,-33.0,6.1757,34.9563,0.03734,0.04825,0.00561,0.01168,4.7482e-05,-0.0081,-0.0045,122
3504,23.0,-33.0,6.7209,35.0851,0.0335,0.23208,0.01188,0.04339,5.6985e-05,-0.0015,0.0009,259
3505,25.0,-33.0,7.156,35.1655,0.00635,0.19462,0.00587,0.03899,6.1635e-05,0.0076,0.0001,299
3508,31.0,-33.0,8.4845,35.4433,0.04799,0.06551,0.0171,0.01858,7.5114e-05,-0.0039,-0.0043,124
3509,33.0,-33.0,8.3533,35.4532,0.07317,-0.18036,0.00803,0.00345,7.9431e-05,-0.0024,0.0018,160
3510,35.0,-33.0,8.183,35.4848,0.11511,0.05472,0.0201,0.01455,8.3652e-05,-0.0123,0.0015,134
3511,39.0,-33.0,7.2344,35.2782,0.09165,-0.34263,0.01035,-0.05169,9.1781e-05,0.0093,0.007,97
3512,41.0,-33.0,6.4107,35.168,0.26805,-0.28804,0.03217,-0.04266,9.5681e-05,0.0038,-0.0019,51
3515,47.0,-33.0,4.6472,34.9669,0.06355,-0.11976,0.00692,-0.00789,0.000106662,0.0022,-0.0008,148
3516,49.0,-33.0,4.2974,34.9389,0.04983,-0.19785,0.00447,-0.01478,0.000110068,0.0199,0.0047,214
3517,51.0,-33.0,3.925,34.9134,0.05406,-0.11952,0.00199,-0.00611,0.000113341,0.0134,0.005,217
3518,53.0,-33.0,3.7232,34.9082,0.00714,-0.01699,-0.00441,0.00265,0.000116475,0.0427,0.0103,117
3519,55.0,-33.0,3.8457,34.9208,-0.03216,0.09367,-0.00926,0.00833,0.000119467,-0.0087,-0.008,200
3520,57.0,-33.0,4.0649,34.943,0.09311,0.04568,0.00506,0.00529,0.000122313,-0.0153,-0.0075,258
3522,61.0,-33.0,3.6897,34.8986,0.10883,-0.01278,0.01377,-0.00202,0.000127556,-0.0016,0.0094,313
3523,63.0,-33.0,3.7239,34.9038,0.03201,0.0378,0.00286,0.00516,0.000129946,-0.0018,0.0102,314
3525,-61.0,-31.0,0.2429,34.679,-0.00483,0.01595,-0.00062,-0.00138,-0.000127556,0.0097,0.0046,14
3526,-59.0,-31.0,0.506,34.6801,-0.04163,0.20388,-0.00139,0.00328,-0.000125011,0.0153,0.0033,53
3527,-57.0,-31.0,0.8756,34.6877,-0.25332,0.07539,-0.00618,0.0016,-0.000122313,0.0039,0.021,87
3528,-55.0,-31.0,0.7649,34.6857,-0.28334,-0.06298,-0.00563,-0.00204,-0.000119467,-0.0151,0.0455,82
3533,-45.0,-31.0,2.7474,34.4449,0.01102,0.09527,-0.0091,-0.05323,-0.000103126,0.0507,-0.0004,162
3535,-41.0,-31.0,3.1361,34.3076,0.04894,0.13495,-0.01293,-0.02981,-9.5681e-05,0.0324,-0.0238,110
3536,-39.0,-31.0,3.5772,34.2372,-0.05062,0.12989,0.00147,-0.01388,-9.1781e-05,0.0203,0.0155,101
3539,-33.0,-31.0,3.8217,34.2804,-0.0106,0.06944,6e-05,0.00732,-7.9431e-05,-0.007,0.0028,193
3540,-31.0,-31.0,3.8956,34.2973,0.01573,-0.0217,0.00364,0.01309,-7.5114e-05,-0.0244,0.0016,186
3541,-29.0,-31.0,3.8248,34.337,-0.03201,-0.01335,0.00107,0.01834,-7.0706e-05,-0.0196,0.0041,139
3543,-25.0,-31.0,3.7451,34.4092,-0.01703,-0.05252,0.00222,0.01907,-6.1635e-05,-0.0118,0.0023,54
3546,-19.0,-31.0,3.6174,34.5158,0.00152,0.03867,0.00085,0.00625,-4.7482e-05,0.01,0.0072,154
3547,-17.0,-31.0,3.7238,34.5213,-0.00083,0.0356,0.00168,-0.00239,-4.264e-05,-0.0191,-0.0046,59
3548,-15.0,-31.0,3.8047,34.5221,-0.00343,0.04506,0.00143,0.0089,-3.7747e-05,0.0006,0.0022,103
3550,-11.0,-31.0,3.989,34.5381,0.01634,0.02877,0.00368,0.00105,-2.7828e-05,-0.003,0.0024,176
3551,-9.0,-31.0,4.0449,34.557,0.01204,0.02771,0.00392,0.00837,-2.2815e-05,-0.007,-0.0052,213
3552,-7.0,-31.0,4.1103,34.5683,0.01256,0.03148,0.00747,0.0074,-1.7774e-05,0.0093,-0.0057,113
3554,-3.0,-31.0,4.3384,34.6097,-0.00477,0.06112,0.00176,0.01043,-7.633e-06,-0.0042,0.0006,117
3555,-1.0,-31.0,4.483,34.6293,-0.00169,0.0479,-6e-05,0.00811,-2.545e-06,-0.0088,-0.0053,124
3556,1.0,-31.0,4.5658,34.6444,0.00161,0.04291,-0.00072,0.00944,2.545e-06,-0.0176,-0.008,99
3557,3.0,-31.0,4.6634,34.6686,-0.01207,0.04115,-0.0016,0.00426,7.633e-06,-0.0116,-0.001,251
3559,7.0,-31.0,4.9329,34.7182,-0.0091,0.0544,0.00203,0.00745,1.7774e-05,-0.007,0.0009,191
3560,9.0,-31.0,5.0987,34.7432,-0.0035,0.09648,0.00234,0.01495,2.2815e-05,-0.0013,-0.0001,212
3561,11.0,-31.0,5.344,34.7923,0.00274,0.13882,0.00037,0.02665,2.7828e-05,-0.0017,-0.0004,244
3562,13.0,-31.0,5.7295,34.8579,0.00338,0.14864,0.00138,0.02993,3.2807e-05,0.0015,0.0018,142
3563,15.0,-31.0,5.9076,34.8979,0.00225,0.0309,0.0017,0.00736,3.7747e-05,-0.0058,0.0003,234
3564,17.0,-31.0,6.0056,34.9215,0.01409,0.08781,-0.00136,0.01818,4.264e-05,-0.0016,-0.0028,129
3566,21.0,-31.0,6.337,35.0007,0.03452,0.09598,0.00492,0.02756,5.2265e-05,-0.0012,-0.0011,177
3567,23.0,-31.0,6.7586,35.0914,-0.00962,0.21421,-0.00608,0.04203,5.6985e-05,-0.0055,0.0007,178
3569,27.0,-31.0,7.679,35.2783,0.01541,0.17102,0.00081,0.03327,6.6211e-05,-0.0016,-0.0011,107
3570,29.0,-31.0,8.1518,35.3764,0.02113,0.25708,0.00828,0.06184,7.0706e-05,0.0068,-0.002,132
3571,31.0,-31.0,8.5386,35.4682,0.01079,0.08835,0.00588,0.01197,7.5114e-05,-0.001,0.0015,140
3572,33.0,-31.0,8.4192,35.4609,0.00198,-0.16678,0.00377,-0.0023,7.9431e-05,0.0,-0.0032,137
3573,35.0,-31.0,8.3163,35.5078,0.05538,0.09896,0.00923,0.02968,8.3652e-05,-0.0045,-0.0067,132
3575,43.0,-31.0,6.2694,35.1249,0.21017,-0.22705,0.0227,-0.02982,9.9464e-05,-0.0004,-0.0004,100
3576,45.0,-31.0,5.3853,35.0261,0.22073,-0.46072,0.02048,-0.04813,0.000103126,0.0121,0.004,131
3577,47.0,-31.0,4.7755,34.9815,0.1381,-0.14961,0.01388,-0.00883,0.000106662,-0.0037,-0.0041,169
3579,51.0,-31.0,4.001,34.9168,0.07864,-0.11746,0.0054,-0.00589,0.000113341,0.0105,0.0108,214
3580,53.0,-31.0,3.736,34.906,0.01825,-0.07276,0.00104,-0.0033,0.000116475,0.0229,0.0068,189
3585,63.0,-31.0,3.7918,34.9143,0.14612,0.0428,0.02099,0.00514,0.000129946,0.0021,0.0101,219
3586,-67.0,-29.0,0.2311,34.6776,-0.00067,-0.04238,-2e-05,-0.00247,-0.000134248,-0.0085,-0.0025,16
3589,-55.0,-29.0,0.6028,34.6815,-1e-05,0.14486,0.00057,0.0037,-0.000119467,0.0043,-0.0132,53
3590,-53.0,-29.0,1.1426,34.7002,0.20406,0.29518,0.00429,0.01138,-0.000116475,0.0337,-0.0036,128
3592,-49.0,-29.0,2.4549,34.6126,0.0046,0.14387,0.00332,-0.04986,-0.000110068,0.0768,0.0031,128
3594,-45.0,-29.0,2.7371,34.4512,-0.00794,0.07294,0.00903,-0.04575,-0.000103126,0.0354,0.0105,170
3595,-43.0,-29.0,2.9563,34.3513,0.00781,0.10909,-0.00156,-0.03462,-9.9464e-05,0.0473,0.0125,147
3597,-39.0,-29.0,3.5297,34.2388,-0.01035,0.08345,0.00047,-0.0092,-9.1781e-05,0.0073,0.0013,105
3598,-37.0,-29.0,3.6338,34.2387,-0.00259,0.02693,-0.00034,0.00387,-8.777e-05,0.0027,-0.0033,95
3599,-35.0,-29.0,3.7009,34.2557,0.01261,0.05229,-0.00186,0.01377,-8.3652e-05,-0.0028,-0.0002,222
3601,-31.0,-29.0,3.9141,34.3038,-0.01867,-0.0335,0.00119,0.01211,-7.5114e-05,-0.0248,-0.0004,218
3602,-29.0,-29.0,3.8161,34.338,0.01886,-0.01586,-0.00035,0.01732,-7.0706e-05,-0.0228,0.0041,118
3603,-27.0,-29.0,3.81,34.373,0.00571,-0.00776,0.00065,0.01646,-6.6211e-05,-0.0177,0.0034,136
3604,-25.0,-29.0,3.7428,34.4156,0.00704,-0.02219,0.00465,0.01999,-6.1635e-05,-0.0177,-0.0021,49
3605,-23.0,-29.0,3.7247,34.4558,0.0218,-0.02145,0.0043,0.01612,-5.6985e-05,-0.0079,0.0034,108
3606,-21.0,-29.0,3.6423,34.489,0.01121,-0.04111,-0.00049,0.01318,-5.2265e-05,-0.0163,0.0008,135
3607,-19.0,-29.0,3.6455,34.5133,0.01655,0.05344,-0.00048,0.00839,-4.7482e-05,0.0121,-0.0024,123
3608,-17.0,-29.0,3.7561,34.5279,0.02265,0.02548,0.00341,0.00329,-4.264e-05,-0.0139,-0.0004,56
3609,-15.0,-29.0,3.8317,34.5325,0.02578,0.0492,0.00464,0.00293,-3.7747e-05,-0.0003,-0.006,49
3610,-13.0,-29.0,3.9395,34.542,0.00373,0.0447,-0.00042,0.00509,-3.2807e-05,-0.0057,-0.0023,66
3612,-9.0,-29.0,4.0555,34.5569,-0.00082,0.03466,-0.00268,0.00896,-2.2815e-05,-0.007,0.0007,170
3616,-1.0,-29.0,4.4788,34.6278,0.00196,0.05077,1e-05,0.00864,-2.545e-06,-0.0059,-0.0001,145
3618,3.0,-29.0,4.6534,34.6674,0.0024,0.04266,0.0022,0.005,7.633e-06,-0.0134,-0.0009,243
3619,5.0,-29.0,4.7947,34.6919,0.00794,0.07539,0.00201,0.02126,1.2711e-05,0.0041,0.0003,388
3621,9.0,-29.0,5.1047,34.7502,0.00645,0.10562,0.00346,0.01487,2.2815e-05,-0.0049,0.0013,243
3624,15.0,-29.0,5.9206,34.8971,0.01318,0.05853,0.00091,0.01331,3.7747e-05,-0.0021,0.0009,276
3628,23.0,-29.0,6.7584,35.0863,0.01635,0.21616,0.00609,0.04643,5.6985e-05,-0.0064,-0.0016,98
3629,25.0,-29.0,7.1915,35.1818,0.02036,0.21273,0.00596,0.04433,6.1635e-05,0.0017,-0.0005,153
3632,31.0,-29.0,8.5808,35.4815,0.03524,0.08095,0.00574,0.01532,7.5114e-05,-0.0129,0.0072,72
3634,35.0,-29.0,8.4928,35.5377,0.10322,0.05728,0.02175,0.02301,8.3652e-05,-0.0083,0.0019,104
3636,41.0,-29.0,7.1698,35.2834,0.31634,-0.1027,0.05087,-0.02345,9.5681e-05,-0.0057,-0.011,94
3637,43.0,-29.0,6.6797,35.1951,0.31645,-0.26029,0.05881,-0.04081,9.9464e-05,0.0013,-0.0091,115
3638,45.0,-29.0,5.7586,35.0756,0.24366,-0.46518,0.04062,-0.05342,0.000103126,0.0007,0.0043,151
3639,47.0,-29.0,5.0417,35.0059,0.18558,-0.27056,0.01689,-0.02375,0.000106662,0.0097,-0.0009,149
3640,49.0,-29.0,4.5526,34.9606,0.10507,-0.18549,0.00842,-0.0153,0.000110068,0.0035,0.0009,152
3642,53.0,-29.0,3.813,34.9109,0.11086,-0.10863,0.00677,-0.00704,0.000116475,0.0363,0.0181,138
3643,55.0,-29.0,3.8754,34.9115,0.07322,0.09069,0.00524,0.00419,0.000119467,-0.0041,0.0019,96
3644,57.0,-29.0,4.0835,34.9268,0.00963,0.14636,-0.00369,0.01443,0.000122313,-0.0005,0.0039,221
3645,59.0,-29.0,4.4211,34.9699,0.07826,0.08938,-0.00183,0.01862,0.000125011,-0.0226,-0.0191,192
3647,63.0,-29.0,4.0896,34.9484,0.43936,0.04823,0.04448,0.00452,0.000129946,-0.0063,0.0413,211
3648,65.0,-29.0,4.2555,34.9689,0.3759,0.03377,0.02707,0.00858,0.000132178,-0.017,0.0552,102
3649,-67.0,-27.0,0.2308,34.6781,-7e-05,-0.03882,0.00091,-0.00211,-0.000134248,-0.0045,-0.0016,36
3650,-55.0,-27.0,0.7847,34.6871,0.27114,0.30144,0.00895,0.0083,-0.000119467,0.0326,-0.0367,73
3651,-53.0,-27.0,1.5173,34.7064,0.30656,0.32896,0.00488,0.00471,-0.000116475,0.046,-0.0486,118
3653,-49.0,-27.0,2.4432,34.6211,-0.01382,0.07828,0.00855,-0.02966,-0.000110068,0.0338,0.0129,139
3654,-47.0,-27.0,2.5801,34.5478,-0.02162,0.07064,0.01335,-0.03907,-0.000106662,0.0469,0.023,152
3655,-45.0,-27.0,2.7461,34.4514,0.01467,0.09488,-0.00693,-0.05516,-0.000103126,0.064,-0.0095,143
3656,-43.0,-27.0,3.0019,34.3355,0.03174,0.11525,-0.00995,-0.03686,-9.9464e-05,0.0403,-0.0126,148
3657,-41.0,-27.0,3.2655,34.2775,0.01157,0.13351,-0.00131,-0.02172,-9.5681e-05,0.0315,-0.0156,108
3659,-37.0,-27.0,3.6098,34.2448,-0.02808,0.0227,0.00754,0.0034,-8.777e-05,0.0025,-0.0006,116
3660,-35.0,-27.0,3.6825,34.259,-0.02579,0.06114,0.00417,0.01129,-8.3652e-05,-0.0042,0.0013,148
3661,-33.0,-27.0,3.8661,34.2861,0.01542,0.08141,0.00152,0.01047,-7.9431e-05,-0.002,-0.0011,111
3663,-29.0,-27.0,3.8395,34.3372,0.01927,-0.00053,0.00062,0.01648,-7.0706e-05,-0.021,0.0036,201
3664,-27.0,-27.0,3.8087,34.3765,-0.00522,-0.03003,0.00278,0.01992,-6.6211e-05,-0.0222,0.005,113
3665,-25.0,-27.0,3.7587,34.4239,0.01055,-0.00288,0.00177,0.02011,-6.1635e-05,-0.011,0.0026,55
3668,-19.0,-27.0,3.6863,34.5159,0.02121,0.05504,0.00169,0.01062,-4.7482e-05,0.0067,0.0034,207
3669,-17.0,-27.0,3.7793,34.5311,0.00897,0.0292,0.00127,0.00217,-4.264e-05,-0.0047,-0.0012,111
3670,-15.0,-27.0,3.8671,34.5359,0.00879,0.03171,-0.00074,0.00153,-3.7747e-05,0.0028,-0.0013,74
3671,-13.0,-27.0,3.9352,34.5421,0.00539,0.04885,-0.00056,0.00608,-3.2807e-05,-0.0008,0.0013,198
3672,-11.0,-27.0,4.0268,34.5457,0.0033,0.01571,0.0003,-0.00098,-2.7828e-05,-0.0065,0.0004,241
3673,-9.0,-27.0,4.0731,34.5585,0.01393,0.03158,0.00227,0.00689,-2.2815e-05,-0.0016,-0.0,181
3675,-5.0,-27.0,4.2123,34.58,0.01207,0.05647,0.00154,0.0072,-1.2711e-05,-0.0037,0.0008,156
3676,-3.0,-27.0,4.3556,34.6088,-0.00337,0.05337,-0.00271,0.00895,-7.633e-06,0.0033,0.0032,127
3677,-1.0,-27.0,4.4764,34.6262,0.00224,0.05081,-0.00015,0.00811,-2.545e-06,-0.0125,-0.0022,164
