cell_id,lat,lon,obs_u,obs_v,obs_speed
2914,41.0,-61.0,-0.0188,-0.0171,0.02541357904743053
2915,69.0,-61.0,-0.0045,0.0063,0.007742092740338364
2918,-57.0,-59.0,0.1153,0.0239,0.11775100848825033
2923,17.0,-59.0,-0.0107,0.0047,0.011686744627996284
2925,21.0,-59.0,-0.0012,0.0036,0.0037947331922020553
2928,27.0,-59.0,-0.0044,-0.0001,0.004401136216933077
2932,35.0,-59.0,-0.0237,-0.0308,0.03886296437483893
2940,-57.0,-57.0,0.143,0.0753,0.1616140154813313
2943,-43.0,-57.0,0.0528,0.0638,0.08281473298876232
2947,15.0,-57.0,-0.005,-0.0058,0.007657675887630658
2948,17.0,-57.0,-0.0007,0.0083,0.00832946576918352
2951,23.0,-57.0,0.0028,0.0021,0.0035
2953,27.0,-57.0,-0.0023,0.0086,0.008902246907382429
2954,29.0,-57.0,-0.003,0.0012,0.0032310988842807024
2959,39.0,-57.0,0.0739,-0.0144,0.07528990636200844
2960,41.0,-57.0,0.0126,0.0081,0.014978985279383914
2964,61.0,-57.0,-0.0151,-0.0183,0.023725513693068905
2965,63.0,-57.0,-0.0188,-0.0049,0.01942807247258461
2966,-59.0,-55.0,0.023,-0.0052,0.02358050041877822
2968,-55.0,-55.0,0.1065,0.1231,0.16277548955539958
2973,-45.0,-55.0,0.0557,-0.0235,0.06045444565952118
2974,-43.0,-55.0,-0.0122,-0.1353,0.13584892344071042
2975,-41.0,-55.0,0.0283,-0.0234,0.03672124725550591
2981,19.0,-55.0,0.0053,0.0017,0.005565968020030298
2984,25.0,-55.0,-0.0045,0.0045,0.006363961030678928
2987,31.0,-55.0,-0.0138,-0.0022,0.013974262055650739
2990,37.0,-55.0,-0.0013,0.0047,0.004876474136094644
2992,41.0,-55.0,0.0012,-0.005,0.0051419840528729764
2994,57.0,-55.0,-0.0028,-0.0102,0.010577334257741882
3005,-45.0,-53.0,0.0285,0.0061,0.029145497079308837
3007,-41.0,-53.0,-0.0053,-0.088,0.08815945780232544
3008,-39.0,-53.0,-0.0013,-0.1108,0.11080762609134806
3010,9.0,-53.0,-0.002,0.0005,0.00206155281280883
3015,19.0,-53.0,0.0059,0.0006,0.005930430001273095
3026,41.0,-53.0,-0.0071,0.0004,0.007111258679024411
3027,43.0,-53.0,-0.0121,0.0149,0.01919426997830342
3032,-59.0,-51.0,0.0218,0.0284,0.035802234567132815
3033,-57.0,-51.0,0.0746,0.0018,0.0746217126579121
3034,-55.0,-51.0,0.0873,0.0304,0.09244160318817496
3036,-51.0,-51.0,-0.0296,0.0306,0.042573700802255844
3037,-49.0,-51.0,0.035,0.0066,0.035616849944934775
3043,-37.0,-51.0,-0.015,0.0013,0.01505622794726488
3044,-35.0,-51.0,-0.0505,-0.0604,0.07872998158262201
3048,13.0,-51.0,-0.0077,0.001,0.0077646635471216655
3050,17.0,-51.0,-0.0029,0.0015,0.0032649655434629013
3060,37.0,-51.0,-0.0287,-0.0022,0.028784197053244337
3070,-55.0,-49.0,0.0576,0.0526,0.07800333326211131
3073,-49.0,-49.0,0.0778,-0.005,0.07796050282033845
3076,-43.0,-49.0,-0.035,-0.0266,0.04396089171070123
3081,-33.0,-49.0,-0.0215,-0.0394,0.044884407091995766
3083,7.0,-49.0,-0.0036,0.0071,0.007960527620704549
3085,11.0,-49.0,-0.0017,0.0009,0.0019235384061671345
3086,13.0,-49.0,-0.0043,-0.0026,0.005024937810560445
3095,31.0,-49.0,-0.004,-0.0007,0.0040607881008493905
3099,39.0,-49.0,0.0441,-0.0138,0.04620876540224809
3100,41.0,-49.0,0.0325,-0.0046,0.032823924201716044
3102,51.0,-49.0,0.0438,-0.0773,0.08884666566619144
3109,-55.0,-47.0,0.0573,0.0327,0.0659740858216315
3110,-53.0,-47.0,0.0109,0.0609,0.061867762202943793
3112,-49.0,-47.0,0.0928,0.0038,0.09287776913772207
3115,-43.0,-47.0,-0.0419,-0.0249,0.04874033237473868
3116,-41.0,-47.0,-0.0068,-0.0018,0.00703420215802759
3119,-35.0,-47.0,-0.0212,-0.0134,0.025079872407968905
3122,3.0,-47.0,0.0067,-0.0137,0.015250573759698354
3125,9.0,-47.0,-0.0017,0.0051,0.005375872022286245
3128,15.0,-47.0,0.0013,0.0021,0.0024698178070456937
3129,17.0,-47.0,0.0024,0.0,0.0024
3130,19.0,-47.0,-0.0003,0.0016,0.0016278820596099706
3134,27.0,-47.0,0.0007,0.0018,0.0019313207915827965
3139,37.0,-47.0,-0.0165,-0.0323,0.03627037358506251
3140,39.0,-47.0,0.0242,-0.0095,0.025997884529322765
3142,43.0,-47.0,0.0188,0.0408,0.04492304531084241
3143,45.0,-47.0,-0.029,-0.0099,0.030643270060487997
3154,-53.0,-45.0,0.0198,0.0175,0.026425177388240937
3155,-51.0,-45.0,0.0126,0.0021,0.012773801313626262
3161,-39.0,-45.0,0.0701,-0.0181,0.07239903314271537
3162,-37.0,-45.0,-0.007,0.0036,0.007871467461661771
3163,-35.0,-45.0,-0.0219,-0.0031,0.02211831820008022
3164,-33.0,-45.0,-0.0112,0.0058,0.012612692020342047
3173,11.0,-45.0,0.0063,0.0006,0.006328506932918696
3175,15.0,-45.0,-0.002,0.0007,0.002118962010041709
3179,23.0,-45.0,0.005,0.0012,0.0051419840528729764
3180,25.0,-45.0,-0.0012,0.0005,0.0013
3181,27.0,-45.0,0.0043,-0.0023,0.004876474136094644
3182,29.0,-45.0,-0.0011,-0.0035,0.0036687872655688284
3186,37.0,-45.0,-0.0108,-0.0008,0.010829589096544707
3188,41.0,-45.0,-0.0444,0.0452,0.06335929292534759
3189,43.0,-45.0,0.0819,0.0296,0.08708484368706187
3191,49.0,-45.0,0.0419,0.0204,0.046602253164412556
3205,-43.0,-43.0,-0.0948,0.02,0.09688673799855169
3206,-41.0,-43.0,0.0096,0.0023,0.009871676655968832
3209,-35.0,-43.0,-0.0138,-0.0024,0.014007141035914503
3212,-29.0,-43.0,-0.0335,-0.0003,0.03350134325665167
3219,9.0,-43.0,-0.0138,-0.0089,0.016421023110634734
3220,11.0,-43.0,0.0034,-0.0047,0.00580086200490927
3223,17.0,-43.0,-0.003,-0.0008,0.003104834939252005
3224,19.0,-43.0,-0.0012,-0.0023,0.0025942243542145696
3226,23.0,-43.0,0.0014,0.0005,0.0014866068747318507
3229,29.0,-43.0,-0.0065,0.0016,0.006694027188471825
3230,31.0,-43.0,0.0027,-0.0008,0.002816025568065745
3234,39.0,-43.0,-0.0114,-0.011,0.015841717078650282
3235,41.0,-43.0,-0.0284,-0.0043,0.028723683607782623
3240,51.0,-43.0,0.0412,-0.0038,0.04137487160100923
3241,53.0,-43.0,-0.0034,0.0034,0.004808326112068523
3245,-59.0,-41.0,0.0339,-0.0003,0.03390132740763995
3249,-51.0,-41.0,0.0607,0.1059,0.12206268881193794
3251,-47.0,-41.0,0.0755,-0.0133,0.07666250713353953
3256,-37.0,-41.0,-0.0048,-0.0165,0.017184004189943623
3259,-31.0,-41.0,-0.0115,-0.0029,0.01186001686339442
3264,1.0,-41.0,-0.037,-0.006,0.03748332962798262
3266,5.0,-41.0,-0.0086,0.0031,0.00914166286842826
3267,7.0,-41.0,-0.0014,0.0085,0.008614522621712709
3270,13.0,-41.0,-0.0052,-0.0007,0.005246903848937962
3280,33.0,-41.0,0.0054,0.0078,0.009486832980505138
3281,35.0,-41.0,-0.0075,-0.0027,0.007971198153351854
3283,39.0,-41.0,0.0059,-0.0124,0.013732079230764728
3291,55.0,-41.0,-0.0023,-0.0094,0.009677293009927932
3292,57.0,-41.0,0.0011,0.0006,0.0012529964086141667
3296,-63.0,-39.0,0.0373,0.0075,0.038046550434960594
3300,-51.0,-39.0,0.0202,-0.0196,0.028146047679914136
3301,-49.0,-39.0,0.1686,0.016,0.16935749171501094
3305,-41.0,-39.0,0.0498,-0.0102,0.05083384699194032
3311,-29.0,-39.0,-0.0207,0.0007,0.020711832367031172
3315,-21.0,-39.0,0.0181,0.023,0.02926790050550261
3317,1.0,-39.0,-0.0059,0.0095,0.011183022847155414
3318,3.0,-39.0,-0.0104,0.0039,0.011107204868912791
3319,5.0,-39.0,0.0044,-0.001,0.004512205669071391
3334,35.0,-39.0,0.0025,0.0043,0.004973932046178355
3339,45.0,-39.0,-0.0057,-0.0353,0.035757237029725886
3342,51.0,-39.0,0.0227,-0.0052,0.023287979732042025
3347,61.0,-39.0,-0.0152,-0.0099,0.018139735389470266
3350,-59.0,-37.0,0.0061,0.0014,0.006258594091327541
3351,-57.0,-37.0,0.0485,-0.0204,0.05261568207293335
3353,-51.0,-37.0,0.0521,-0.001,0.052109596045258305
3354,-49.0,-37.0,0.1214,-0.0046,0.12148711865872858
3357,-43.0,-37.0,-0.0152,0.0183,0.023789283301520456
3361,-35.0,-37.0,-0.0041,-0.0023,0.004701063709417264
3370,-15.0,-37.0,-0.0194,0.0089,0.02134408583191138
3372,-3.0,-37.0,-0.0115,0.0153,0.019140010449317943
3375,3.0,-37.0,-0.013,-0.0032,0.01338805437694365
3386,25.0,-37.0,0.0099,0.0019,0.010080674580602234
3391,35.0,-37.0,0.0036,0.0069,0.007782673062643708
3392,37.0,-37.0,-0.015,0.0054,0.01594239630670371
3394,41.0,-37.0,0.014,-0.0091,0.01669760461862719
3396,45.0,-37.0,0.0026,-0.003,0.003969886648255841
3403,59.0,-37.0,-0.0037,0.0097,0.010381714694596457
3408,-53.0,-35.0,-0.0032,0.0256,0.025799224794555358
3413,-43.0,-35.0,0.0453,-0.0007,0.045305408065704475
3414,-41.0,-35.0,0.0172,0.0019,0.017304623659588785
3419,-29.0,-35.0,-0.0216,0.004,0.02196724834839357
3424,-17.0,-35.0,-0.0021,-0.0015,0.002580697580112788
3425,-15.0,-35.0,-0.0083,-0.003,0.008825531145489205
3437,15.0,-35.0,-0.001,-0.0016,0.0018867962264113207
3442,25.0,-35.0,0.0038,-0.0007,0.0038639358172723316
3443,27.0,-35.0,0.0035,0.0043,0.005544366510251645
3447,35.0,-35.0,-0.0099,0.0029,0.010316006979447038
3449,39.0,-35.0,-0.0009,0.0044,0.004491102314577124
3451,43.0,-35.0,-0.0072,0.0173,0.01873846311734236
3453,47.0,-35.0,0.0077,0.0041,0.008723531395025755
3455,51.0,-35.0,0.0141,0.0028,0.014375326083258077
3456,53.0,-35.0,0.0155,-0.0094,0.018127603261324978
3459,59.0,-35.0,0.0015,-0.0004,0.0015524174696260025
3462,-69.0,-33.0,-0.0115,0.0063,0.013112589370524801
3471,-43.0,-33.0,0.0318,-0.0111,0.03368159734929447
3473,-39.0,-33.0,0.0196,-0.0119,0.022929675095822877
3474,-37.0,-33.0,0.0032,0.0075,0.008154140052758475
3475,-35.0,-33.0,-0.003,-0.0003,0.003014962686336267
3479,-27.0,-33.0,-0.0155,0.0033,0.015847397262642216
3481,-23.0,-33.0,-0.0191,0.0078,0.020631286920597076
3487,-11.0,-33.0,-0.0064,0.008,0.010244998779892558
3489,-7.0,-33.0,0.0019,0.0034,0.003894868418830089
3493,1.0,-33.0,0.002,0.0018,0.002690724809414742
3494,3.0,-33.0,-0.0153,0.002,0.015430165261590686
3497,9.0,-33.0,-0.0069,-0.0022,0.007242237223399963
3503,21.0,-33.0,0.0032,0.0016,0.0035777087639996636
3506,27.0,-33.0,0.0042,0.0005,0.00422965719651132
3507,29.0,-33.0,0.0022,-0.0051,0.005554277630799527
3513,43.0,-33.0,0.0002,-0.006,0.006003332407921454
3514,45.0,-33.0,0.0065,-0.0132,0.014713599151805107
3521,59.0,-33.0,0.0024,0.0105,0.010770793842609745
3524,-69.0,-31.0,-0.0176,0.0016,0.017672577627499617
3529,-53.0,-31.0,0.0364,0.0011,0.036416617086159994
3530,-51.0,-31.0,0.066,-0.0121,0.0671
3531,-49.0,-31.0,0.0641,0.0254,0.06894903915211582
3532,-47.0,-31.0,0.0294,0.0004,0.02940272096252318
3534,-43.0,-31.0,0.0321,0.0002,0.03210062304691297
3537,-37.0,-31.0,-0.0016,0.0053,0.005536244214266564
3538,-35.0,-31.0,-0.0019,-0.0006,0.0019924858845171275
3542,-27.0,-31.0,-0.0181,0.0,0.0181
3544,-23.0,-31.0,-0.0098,0.0022,0.010043903623591775
3545,-21.0,-31.0,-0.012,0.0029,0.012345444503945575
3549,-13.0,-31.0,-0.0067,-0.0007,0.006736467917239717
3553,-5.0,-31.0,-0.0062,-0.0003,0.006207253821135398
3558,5.0,-31.0,0.0052,-0.0026,0.005813776741499453
3565,19.0,-31.0,-0.0074,-0.0047,0.008766413177577247
3568,25.0,-31.0,0.0045,0.001,0.004609772228646444
3574,41.0,-31.0,-0.0005,0.0007,0.0008602325267042627
3578,49.0,-31.0,0.0106,0.0079,0.013220060514233663
3581,55.0,-31.0,0.0009,0.0141,0.01412869420717994
3582,57.0,-31.0,-0.0135,-0.0106,0.01716420694352058
3583,59.0,-31.0,-0.0055,0.0124,0.01356502856613284
3584,61.0,-31.0,0.003,0.014,0.014317821063276354
3587,-59.0,-29.0,0.0082,-0.001,0.008260750571225354
3588,-57.0,-29.0,0.004,0.0146,0.015138031576133007
3591,-51.0,-29.0,0.0592,-0.022,0.06315568066294591
3593,-47.0,-29.0,0.041,0.0168,0.044308464202678026
3596,-41.0,-29.0,0.032,-0.0032,0.03215960198758685
3600,-33.0,-29.0,-0.0015,0.0001,0.0015033296378372909
3611,-11.0,-29.0,-0.0092,0.0025,0.00953362470417207
3613,-7.0,-29.0,0.002,-0.0051,0.0054781383699209355
3614,-5.0,-29.0,-0.0051,0.0009,0.005178802950489621
3615,-3.0,-29.0,0.0055,-0.006,0.008139410298049854
3617,1.0,-29.0,-0.0062,0.0018,0.006456004956627589
3620,7.0,-29.0,-0.0083,-0.0015,0.008434453153583817
3622,11.0,-29.0,-0.003,-0.0006,0.003059411708155671
3623,13.0,-29.0,0.0027,0.001,0.002879236009777594
3625,17.0,-29.0,0.0013,-0.0025,0.0028178005607210743
3626,19.0,-29.0,-0.0024,-0.0023,0.0033241540277189324
3627,21.0,-29.0,-0.0078,0.0021,0.008077747210701756
3630,27.0,-29.0,0.0058,-0.0004,0.005813776741499453
3631,29.0,-29.0,0.0036,-0.0014,0.003862641583165593
3633,33.0,-29.0,0.0079,0.001,0.007963039620647382
3635,37.0,-29.0,-0.0242,-0.0042,0.024561758894672017
3641,51.0,-29.0,0.0093,-0.0003,0.009304837451562492
3646,61.0,-29.0,0.015,0.0369,0.039832273347123935
3652,-51.0,-27.0,0.0534,-0.0528,0.0750959386385176
3658,-39.0,-27.0,0.0248,-0.0004,0.024803225596683992
3662,-31.0,-27.0,-0.0353,0.0054,0.03571064267133819
3666,-23.0,-27.0,-0.0056,0.0022,0.0060166435825965295
3667,-21.0,-27.0,-0.0136,0.0033,0.013994641831786907
3674,-7.0,-27.0,0.0014,0.0001,0.00140356688476182
3680,5.0,-27.0,0.0042,-0.0013,0.0043965895873961216
3681,7.0,-27.0,-0.0034,-0.0014,0.003676955262170047
3683,11.0,-27.0,0.0011,0.0005,0.0012083045973594571
3684,13.0,-27.0,-0.0006,-0.0008,0.001
3686,17.0,-27.0,0.0039,0.0004,0.003920459156782532
3690,25.0,-27.0,-0.0002,0.0024,0.0024083189157584587
3691,27.0,-27.0,-0.0014,-0.0006,0.0015231546211727817
3696,37.0,-27.0,-0.029,-0.0002,0.02900068964697219
3701,49.0,-27.0,0.0043,0.0013,0.004492215489043241
3715,-49.0,-25.0,0.0173,-0.0166,0.023976029696344638
3717,-45.0,-25.0,0.0469,-0.0283,0.05477681991499689
3720,-39.0,-25.0,0.0121,-0.0001,0.012100413216084812
3721,-37.0,-25.0,0.0033,0.0049,0.005907622195096772
3722,-35.0,-25.0,-0.0001,-0.0001,0.0001414213562373095
3723,-33.0,-25.0,-0.011,-0.0022,0.011217842929904125
3725,-29.0,-25.0,-0.0202,-0.0015,0.02025561650505854
3728,-23.0,-25.0,-0.005,0.0038,0.006280127387243033
3730,-19.0,-25.0,0.0127,-0.0016,0.012800390619039717
3731,-17.0,-25.0,-0.0043,0.0017,0.004623851208678757
3732,-15.0,-25.0,-0.0017,-0.0011,0.0020248456731316584
3736,-7.0,-25.0,-0.0048,-0.0028,0.005556977595779921
3740,1.0,-25.0,-0.0128,-0.006,0.014136477637657834
3742,5.0,-25.0,0.0051,-0.0012,0.005239274758971894
3744,9.0,-25.0,0.0011,-0.001,0.0014866068747318507
3746,13.0,-25.0,0.0009,0.001,0.001345362404707371
3747,19.0,-25.0,-0.0017,-0.0012,0.002080865204668481
3760,47.0,-25.0,0.0032,-0.0076,0.00824621125123532
3767,61.0,-25.0,-0.0249,-0.011,0.027221498856602293
3768,-69.0,-23.0,-0.0137,-0.0008,0.013723337786413334
3772,-55.0,-23.0,0.0203,0.0109,0.023041267326256165
3775,-49.0,-23.0,0.0253,0.0187,0.031460769221365203
3777,-45.0,-23.0,0.0646,-0.0067,0.0649465164577747
3779,-41.0,-23.0,0.0209,-0.0152,0.02584279396659734
3783,-33.0,-23.0,-0.01,0.0019,0.010178899744078434
3785,-29.0,-23.0,-0.026,-0.0002,0.026000769219390412
3789,-21.0,-23.0,-0.0018,-0.0001,0.0018027756377319946
3792,-15.0,-23.0,-0.0116,0.004,0.012270289320142373
3794,-11.0,-23.0,-0.0125,0.0007,0.012519584657647393
3799,-1.0,-23.0,-0.002,0.0007,0.002118962010041709
3800,1.0,-23.0,-0.0025,0.0017,0.003023243291566195
3803,7.0,-23.0,0.001,-0.0008,0.0012806248474865698
3805,11.0,-23.0,-0.0001,-0.0001,0.0001414213562373095
3806,13.0,-23.0,-0.003,0.0,0.003
3807,19.0,-23.0,-0.0028,-0.0002,0.00280713376952364
3808,21.0,-23.0,-0.002,0.0031,0.0036891733491393433
3814,33.0,-23.0,-0.0075,-0.0017,0.007690253571892152
3815,35.0,-23.0,0.0178,-0.0026,0.017988885457415088
3820,45.0,-23.0,-0.0072,0.0029,0.007762087348130012
3824,53.0,-23.0,0.0079,0.0208,0.022249719099350446
3826,57.0,-23.0,-0.0067,0.0128,0.014447491131680961
3833,-57.0,-21.0,0.0227,-0.0056,0.023380547470065797
3835,-53.0,-21.0,0.0456,0.003,0.045698577658391075
3839,-45.0,-21.0,0.0534,-0.0092,0.05418671423882426
3841,-41.0,-21.0,0.0102,0.0035,0.010783784122468328
3845,-33.0,-21.0,-0.0184,0.0064,0.019481273059017472
3847,-29.0,-21.0,-0.0213,0.0002,0.021300938946440834
3848,-27.0,-21.0,-0.0198,0.0065,0.020839625716408634
3850,-23.0,-21.0,-0.0053,-0.0015,0.005508175741568165
3853,-17.0,-21.0,-0.0068,-0.0015,0.006963476143421473
3855,-13.0,-21.0,-0.0176,0.0019,0.017702259742756007
3856,-11.0,-21.0,-0.0267,-0.0021,0.026782456944798774
3862,1.0,-21.0,0.0126,0.0079,0.014871785366928882
3863,3.0,-21.0,-0.0061,0.0008,0.00615223536610881
3869,15.0,-21.0,-0.002,0.0006,0.00208806130178211
3872,21.0,-21.0,-0.0027,-0.0021,0.003420526275297414
3873,23.0,-21.0,-0.001,-0.0001,0.001004987562112089
3876,29.0,-21.0,-0.0024,-0.0035,0.004243819034784589
3888,53.0,-21.0,0.0166,-0.0306,0.034812641382118654
3889,55.0,-21.0,-0.0003,0.0059,0.005907622195096772
3890,57.0,-21.0,-0.0032,0.006,0.0068000000000000005
3895,-63.0,-19.0,0.0103,0.0004,0.010307764064044152
3896,-61.0,-19.0,0.0105,0.0306,0.03235135236740498
3897,-59.0,-19.0,0.0548,-0.0079,0.055366506120577995
3899,-55.0,-19.0,0.037,-0.0137,0.0394549109744275
3901,-51.0,-19.0,0.0295,0.0007,0.02950830391601659
3902,-49.0,-19.0,0.064,0.0006,0.06400281243820462
3909,-35.0,-19.0,0.0124,0.0093,0.0155
3913,-27.0,-19.0,-0.0217,0.0003,0.021702073633641555
3917,-19.0,-19.0,0.0055,0.004,0.006800735254367722
3920,-13.0,-19.0,0.0008,-0.0016,0.0017888543819998318
3922,-9.0,-19.0,-0.0156,-0.0025,0.015799050604387594
3923,-7.0,-19.0,-0.0048,0.0003,0.004809365862564419
3924,-5.0,-19.0,0.005,0.0048,0.006931089380465382
3928,3.0,-19.0,-0.0076,0.0006,0.007623647421018367
3929,5.0,-19.0,0.0039,-0.0021,0.00442944691807002
3936,19.0,-19.0,0.0004,0.0014,0.0014560219778561037
3938,23.0,-19.0,0.0012,-0.0029,0.003138470965295043
3942,31.0,-19.0,-0.0017,-0.0008,0.0018788294228055935
3946,39.0,-19.0,-0.0066,-0.0079,0.01029417310909429
3947,41.0,-19.0,-0.0006,-0.0005,0.0007810249675906654
3948,43.0,-19.0,-0.0101,-0.0047,0.011140017953306897
3952,51.0,-19.0,-0.0001,0.0262,0.02620019083899963
3957,61.0,-19.0,0.0121,0.0162,0.02022003956474863
3959,-69.0,-17.0,-0.0057,-0.0036,0.006741661516273269
3962,-61.0,-17.0,0.02,0.0087,0.021810318658836692
3964,-57.0,-17.0,0.0149,-0.0088,0.017304623659588785
3967,-51.0,-17.0,0.0312,0.009,0.032472141906563536
3968,-49.0,-17.0,0.07,0.0015,0.0700160695840605
3970,-45.0,-17.0,0.0496,0.0255,0.05577104983770702
3974,-37.0,-17.0,0.0051,0.0174,0.01813201588351389
3978,-29.0,-17.0,-0.0228,-0.0009,0.022817756243767702
3979,-27.0,-17.0,-0.0187,0.0006,0.018709623192357458
3983,-19.0,-17.0,0.0069,-0.0012,0.0070035705179572515
3984,-17.0,-17.0,0.0025,-0.0003,0.002517935662402834
3986,-13.0,-17.0,-0.0058,0.0039,0.00698927750200262
3987,-11.0,-17.0,0.0012,0.0035,0.0037
3989,-7.0,-17.0,-0.0055,0.0011,0.005608921464952062
3991,-3.0,-17.0,0.006,0.0016,0.00620966987850401
3992,-1.0,-17.0,0.0081,-0.0045,0.0092660671268883
3994,3.0,-17.0,-0.0065,0.0001,0.0065007691852580025
4000,31.0,-17.0,-0.013,-0.005,0.01392838827718412
4002,37.0,-17.0,-0.0051,0.0021,0.005515432893255071
4004,41.0,-17.0,0.0017,0.0025,0.003023243291566195
4006,45.0,-17.0,-0.0057,0.0144,0.015487091398968368
4010,53.0,-17.0,0.0195,0.0007,0.019512560057562925
4011,61.0,-17.0,0.0092,0.0092,0.013010764773832475
4016,-59.0,-15.0,0.0455,0.0215,0.05032395056034453
4019,-53.0,-15.0,0.0152,0.0079,0.017130382365843442
4025,-41.0,-15.0,0.0054,0.0019,0.005724508712544684
4033,-25.0,-15.0,-0.0089,0.0031,0.00942443632266673
4034,-23.0,-15.0,-0.0023,-0.0016,0.00280178514522438
4037,-17.0,-15.0,0.0003,0.0015,0.0015297058540778355
4038,-15.0,-15.0,0.0002,-0.0022,0.002209072203437452
4039,-13.0,-15.0,-0.0044,-0.0014,0.004617358552246079
4041,-9.0,-15.0,-0.002,0.0048,0.0052
4042,-7.0,-15.0,-0.003,-0.0046,0.005491812087098392
4043,-5.0,-15.0,-0.0008,0.0006,0.001
4044,-3.0,-15.0,0.0066,0.0032,0.0073348483283568995
4046,1.0,-15.0,0.0056,-0.002,0.005946427498927403
4048,5.0,-15.0,0.0006,0.0006,0.000848528137423857
4049,7.0,-15.0,0.005,-0.0006,0.005035871324805668
4052,31.0,-15.0,-0.0072,-0.0015,0.007354590403278758
4054,35.0,-15.0,0.0027,-0.0027,0.0038183766184073566
4057,41.0,-15.0,0.006,0.0033,0.0068476273263079965
4063,61.0,-15.0,0.0021,0.0131,0.013267252918370102
4071,-59.0,-13.0,0.0928,-0.0245,0.09597963325622785
4075,-51.0,-13.0,0.0464,0.0122,0.04797707786016151
4077,-47.0,-13.0,0.0267,0.0502,0.056858860347354837
4078,-45.0,-13.0,0.085,-0.0038,0.0850848987776327
4081,-39.0,-13.0,0.0098,-0.0014,0.009899494936611665
4084,-33.0,-13.0,-0.0132,0.0076,0.015231546211727816
4085,-31.0,-13.0,-0.0166,0.0077,0.018298907071188704
4089,-23.0,-13.0,0.0072,0.0,0.0072
4092,-17.0,-13.0,0.0044,-0.0006,0.004440720662234904
4094,-13.0,-13.0,0.0017,-0.003,0.0034481879299133335
4099,-3.0,-13.0,0.0007,0.0007,0.0009899494936611666
4100,-1.0,-13.0,-0.0013,-0.0008,0.0015264337522473749
4103,5.0,-13.0,0.0061,0.0009,0.006166036003787199
4105,33.0,-13.0,-0.0001,0.0005,0.0005099019513592785
4108,39.0,-13.0,-0.0058,-0.0053,0.007856844150166147
4111,45.0,-13.0,-0.0054,0.006,0.008072174428244226
4112,47.0,-13.0,0.0068,-0.0044,0.008099382692526634
4122,-61.0,-11.0,0.0055,-0.0006,0.005532630477449221
4123,-59.0,-11.0,0.106,0.0535,0.1187360518124129
4125,-55.0,-11.0,0.0136,-0.0069,0.01525024589965683
4128,-49.0,-11.0,0.0441,0.0313,0.054078646432764936
4131,-43.0,-11.0,0.0264,0.0066,0.027212497129076557
4136,-33.0,-11.0,-0.0138,0.0046,0.014546477236774545
4142,-21.0,-11.0,0.0,0.0046,0.0046
4152,-1.0,-11.0,0.0031,-0.0022,0.0038013155617496425
4153,1.0,-11.0,0.0022,0.0029,0.003640054944640259
4157,35.0,-11.0,0.0049,-0.0031,0.00579827560572969
4158,37.0,-11.0,-0.01,0.0052,0.011271202242884297
4160,41.0,-11.0,0.0036,0.0086,0.009323089616645332
4164,55.0,-11.0,-0.0049,-0.0207,0.021272047386182647
4165,59.0,-11.0,0.0033,-0.0011,0.003478505426185217
4168,73.0,-11.0,0.0059,-0.0088,0.010594810050208545
4171,-65.0,-9.0,-0.0092,-0.0044,0.01019803902718557
4173,-59.0,-9.0,0.0497,0.0003,0.04970090542434816
4177,-51.0,-9.0,0.0324,0.0347,0.047474730120349286
4178,-49.0,-9.0,0.0449,0.0562,0.07193364998385665
4185,-35.0,-9.0,-0.0064,0.0035,0.007294518489934754
4187,-31.0,-9.0,-0.0225,-0.0015,0.022549944567559363
4192,-21.0,-9.0,0.0062,-0.0002,0.006203224967708329
4196,-13.0,-9.0,-0.0003,-0.0018,0.0018248287590894659
4202,-1.0,-9.0,-0.002,0.0017,0.0026248809496813375
4204,3.0,-9.0,0.0067,0.0001,0.006700746227100382
4209,67.0,-9.0,0.0088,-0.007,0.01124455423749648
4213,-65.0,-7.0,-0.0122,-0.0012,0.012258874336577564
4214,-63.0,-7.0,-0.0192,0.0032,0.019464840096954303
4224,-43.0,-7.0,0.0093,0.022,0.023884932488914427
4231,-29.0,-7.0,-0.0211,0.0038,0.021439449619801345
4232,-27.0,-7.0,-0.0083,-0.0008,0.008338465086573188
4235,-21.0,-7.0,0.0135,-0.0012,0.01355322839769182
4238,-15.0,-7.0,-0.0036,-0.0019,0.004070626487409524
4245,-1.0,-7.0,0.0067,0.0019,0.0069641941385920605
4248,45.0,-7.0,-0.0047,-0.0023,0.005232590180780452
4250,65.0,-7.0,0.0015,-0.0465,0.04652418725781247
4255,-67.0,-5.0,-0.0128,-0.0153,0.019948182874637982
4268,-41.0,-5.0,-0.0077,-0.0004,0.007710382610480494
4271,-35.0,-5.0,0.0021,0.0068,0.007116881339463234
4273,-31.0,-5.0,-0.0202,0.0075,0.021547389633085487
4276,-25.0,-5.0,-0.0115,-0.0017,0.011624973118248488
4284,-9.0,-5.0,-0.0041,0.0005,0.004130375285612677
4285,-7.0,-5.0,0.0048,0.0009,0.004883646178829912
4286,-5.0,-5.0,-0.0011,0.0013,0.0017029386365926401
4289,1.0,-5.0,-0.0002,0.0054,0.005403702434442518
4299,-65.0,-3.0,-0.0173,-0.0094,0.019688829320200833
4301,-61.0,-3.0,-0.0145,0.0186,0.023584104816592042
4302,-59.0,-3.0,0.008,-0.0003,0.008005623023850173
4306,-51.0,-3.0,0.0319,-0.0092,0.03320015060206806
4307,-49.0,-3.0,0.0977,-0.0247,0.10077390535252666
