cell_id,lat,lon,theta,salt,dT_dx,dT_dy,dS_dx,dS_dy,f_coriolis
1778,-47.0,-121.0,4.149,34.3134,-0.00891,0.01637,-0.00113,-0.00089,-0.000106662
1783,-37.0,-121.0,4.5083,34.3086,-0.00062,-0.01313,-0.00014,-0.00037,-8.777e-05
1785,-33.0,-121.0,4.4662,34.3106,0.00252,-0.02046,-0.00215,0.00113,-7.9431e-05
1787,-29.0,-121.0,4.2824,34.3366,-0.02171,-0.05162,0.00108,0.00905,-7.0706e-05
1789,-25.0,-121.0,4.0925,34.3986,-0.02256,-0.03166,0.00324,0.01939,-6.1635e-05
1792,-19.0,-121.0,4.2243,34.511,0.00793,0.05947,-0.00028,0.00332,-4.7482e-05
1799,-5.0,-121.0,4.5044,34.5469,-0.0183,0.00581,0.00046,0.00161,-1.2711e-05
1801,-1.0,-121.0,4.5729,34.554,0.01497,0.01635,-0.00039,0.00032,-2.545e-06
1803,3.0,-121.0,4.6265,34.5578,-0.00557,0.0235,0.00021,0.00046,7.633e-06
1804,5.0,-121.0,4.6091,34.5627,0.00231,-0.03811,0.00019,0.00337,1.2711e-05
1807,11.0,-121.0,4.5602,34.5559,0.01038,0.01851,0.00095,-0.00283,2.7828e-05
1817,31.0,-121.0,3.9421,34.4784,0.03226,-0.00795,0.00153,-0.00189,7.5114e-05
1822,-63.0,-119.0,2.039,34.6963,0.04645,0.05045,-0.0098,-0.00939,-0.000129946
1828,-51.0,-119.0,3.3806,34.3536,-0.26192,0.24993,0.02486,-0.02407,-0.000113341
1839,-29.0,-119.0,4.2449,34.3351,-0.00502,-0.03267,-0.00196,0.01087,-7.0706e-05
1842,-23.0,-119.0,4.0819,34.4463,-0.00402,0.04128,-0.00098,0.02064,-5.6985e-05
1843,-21.0,-119.0,4.1623,34.4913,-0.00545,0.01268,-0.00195,0.01627,-5.2265e-05
1848,-11.0,-119.0,4.4503,34.5328,-0.0,-0.00981,-4e-05,0.00373,-2.7828e-05
1850,-7.0,-119.0,4.5097,34.5472,0.00709,0.00585,0.00017,0.0021,-1.7774e-05
1852,-3.0,-119.0,4.5569,34.5529,0.00817,0.01123,-0.00021,0.00152,-7.633e-06
1855,3.0,-119.0,4.6295,34.5604,0.01163,0.02209,0.00118,0.00073,7.633e-06
1859,11.0,-119.0,4.5771,34.5576,0.00358,0.01592,0.00073,-0.00263,2.7828e-05
1861,15.0,-119.0,4.4605,34.543,-0.00295,-0.01732,-0.00047,-0.00408,3.7747e-05
1864,21.0,-119.0,4.3478,34.5185,0.01685,-0.01513,0.00121,-0.00426,5.2265e-05
1873,-61.0,-117.0,2.1872,34.6597,0.03124,0.03292,-0.00831,-0.01124,-0.000127556
1876,-55.0,-117.0,2.7722,34.4525,0.05061,0.07112,-0.00527,-0.02014,-0.000119467
1877,-53.0,-117.0,2.9524,34.4091,0.1174,0.04893,-0.01912,-0.00894,-0.000116475
1879,-49.0,-117.0,3.8273,34.323,-0.02695,0.29358,0.00126,-0.01688,-0.000110068
1882,-43.0,-117.0,4.3844,34.3036,-0.01277,0.04968,-0.00106,-0.00202,-9.9464e-05
1883,-41.0,-117.0,4.4234,34.3054,-0.03574,0.00976,-0.0003,0.0016,-9.5681e-05
1885,-37.0,-117.0,4.4925,34.3063,-0.00873,-0.00755,-0.00055,0.00068,-8.777e-05
1886,-35.0,-117.0,4.5038,34.3029,-0.02439,0.02626,-0.0012,-0.00313,-8.3652e-05
1888,-31.0,-117.0,4.3171,34.3171,-0.00274,-0.05247,-0.00015,0.00679,-7.5114e-05
1894,-19.0,-117.0,4.2425,34.5114,0.00803,0.06596,-0.00139,0.00467,-4.7482e-05
1898,-11.0,-117.0,4.4609,34.5331,0.00243,-0.02044,0.0001,0.00318,-2.7828e-05
1910,13.0,-117.0,4.5797,34.5513,0.00549,-0.03686,0.00138,-0.00499,3.2807e-05
1912,17.0,-117.0,4.4488,34.538,0.00239,-0.00532,0.00043,-0.00082,4.264e-05
1913,19.0,-117.0,4.4441,34.5315,0.01658,-0.02147,0.00142,-0.00423,4.7482e-05
1918,29.0,-117.0,4.1354,34.4831,0.00983,-0.02207,0.00017,-0.00212,7.0706e-05
1919,-67.0,-115.0,1.7013,34.7284,0.03115,0.10812,-0.0006,-0.00424,-0.000134248
1920,-65.0,-115.0,1.966,34.7076,0.05255,0.11114,-0.00923,-0.0157,-0.000132178
1922,-61.0,-115.0,2.2139,34.6522,0.02525,0.02815,-0.00556,-0.00816,-0.000127556
1923,-59.0,-115.0,2.359,34.6014,0.04078,0.09607,-0.01316,-0.03743,-0.000125011
1926,-53.0,-115.0,3.3301,34.3566,0.3442,0.06342,-0.04206,-0.00668,-0.000116475
1930,-45.0,-115.0,4.2747,34.3066,0.03652,0.08033,-0.00171,-0.00248,-0.000103126
1931,-43.0,-115.0,4.3618,34.3035,-0.01505,0.01874,1e-05,-0.00102,-9.9464e-05
1934,-37.0,-115.0,4.4823,34.3031,-0.01672,-0.01448,-0.00266,0.00067,-8.777e-05
1936,-33.0,-115.0,4.3954,34.3048,-0.04128,-0.01845,0.00074,0.00211,-7.9431e-05
1939,-27.0,-115.0,4.1219,34.3734,0.0035,-0.04744,0.00277,0.01755,-6.6211e-05
1942,-21.0,-115.0,4.1753,34.4928,0.00052,0.012,0.00073,0.01286,-5.2265e-05
1945,-15.0,-115.0,4.4135,34.5216,0.00182,0.01344,0.00083,0.00367,-3.7747e-05
1946,-13.0,-115.0,4.4552,34.5276,-0.01337,0.0195,0.00037,0.00269,-3.2807e-05
1947,-11.0,-115.0,4.4531,34.5336,-0.00848,-0.01245,0.00022,0.00293,-2.7828e-05
1954,3.0,-115.0,4.6494,34.5602,-0.01123,0.02172,0.0006,0.00125,7.633e-06
1958,11.0,-115.0,4.5929,34.5607,0.01039,0.01049,0.00072,-0.00172,2.7828e-05
1959,13.0,-115.0,4.5587,34.5548,-0.00199,-0.03096,0.0,-0.0054,3.2807e-05
1960,15.0,-115.0,4.4869,34.5393,0.00397,-0.01871,0.00043,-0.00603,3.7747e-05
1963,21.0,-115.0,4.4034,34.5225,0.022,-0.04662,0.00314,-0.0056,5.2265e-05
1966,-69.0,-113.0,1.436,34.7301,-0.03552,0.13045,-0.0002,0.00209,-0.000136155
1967,-67.0,-113.0,1.7116,34.7278,-0.01329,0.13327,-0.00039,-0.00573,-0.000134248
1971,-59.0,-113.0,2.4039,34.586,0.02732,0.10268,-0.01187,-0.04078,-0.000125011
1973,-55.0,-113.0,3.0949,34.3878,0.02082,0.24856,-0.00822,-0.04013,-0.000119467
1974,-53.0,-113.0,3.6142,34.3257,0.04515,0.16712,-0.0038,-0.01341,-0.000116475
1976,-49.0,-113.0,4.077,34.3027,0.02678,-0.0067,-0.00102,0.00086,-0.000110068
1979,-43.0,-113.0,4.3578,34.3019,0.01579,0.0111,-0.0018,-0.00034,-9.9464e-05
1982,-37.0,-113.0,4.4555,34.2997,-0.00697,0.00804,-0.0017,-0.00072,-8.777e-05
1990,-21.0,-113.0,4.169,34.4979,-0.00873,0.01145,0.00265,0.01128,-5.2265e-05
1992,-17.0,-113.0,4.3683,34.521,0.0032,0.02746,0.00188,0.00219,-4.264e-05
2003,5.0,-113.0,4.6216,34.5642,0.00879,-0.01318,-2e-05,0.00132,1.2711e-05
2007,13.0,-113.0,4.5859,34.5556,0.01309,-0.02507,0.00203,-0.00482,3.2807e-05
2008,15.0,-113.0,4.5109,34.5439,0.00973,-0.01965,0.0038,-0.00341,3.7747e-05
2011,21.0,-113.0,4.451,34.5291,0.01461,-0.04147,0.00321,-0.00413,5.2265e-05
2012,23.0,-113.0,4.3486,34.5211,-0.004,-0.03175,0.00215,-0.00506,5.6985e-05
2013,-69.0,-111.0,1.414,34.7296,-0.00892,0.11309,-0.00112,0.00197,-0.000136155
2014,-67.0,-111.0,1.686,34.7276,-0.03051,0.14474,-0.00042,-0.00609,-0.000134248
2015,-65.0,-111.0,2.0288,34.6955,-0.00774,0.13014,-0.00029,-0.02117,-0.000132178
2020,-55.0,-111.0,3.1195,34.3771,0.05915,0.20454,-0.01483,-0.02923,-0.000119467
2021,-53.0,-111.0,3.578,34.3285,-0.00991,0.18585,-0.00061,-0.01542,-0.000116475
2026,-43.0,-111.0,4.3856,34.2982,0.00553,-0.00915,-0.00197,0.00107,-9.9464e-05
2027,-41.0,-111.0,4.3628,34.299,0.03854,0.00289,-0.00296,-2e-05,-9.5681e-05
2032,-31.0,-111.0,4.2593,34.321,-0.03588,-0.03179,0.0044,0.01007,-7.5114e-05
2033,-29.0,-111.0,4.2165,34.3479,-0.02135,-0.03328,0.00293,0.01299,-7.0706e-05
2041,-13.0,-111.0,4.447,34.5291,-0.00504,0.01735,0.00059,0.00184,-3.2807e-05
2044,-7.0,-111.0,4.5323,34.545,-0.00434,0.00522,-0.00043,0.00096,-1.7774e-05
2047,-1.0,-111.0,4.5714,34.5555,-0.00595,0.01527,-5e-05,0.00055,-2.545e-06
2049,3.0,-111.0,4.6173,34.5594,0.00239,0.03301,-0.00045,0.00085,7.633e-06
2051,7.0,-111.0,4.6162,34.566,-0.00228,-0.01308,-0.00027,0.00018,1.7774e-05
2053,11.0,-111.0,4.583,34.5592,-0.00449,0.01141,0.00042,-0.00026,2.7828e-05
2055,15.0,-111.0,4.5315,34.55,0.00477,-0.02281,0.00128,-0.00387,3.7747e-05
2056,17.0,-111.0,4.5226,34.5464,0.00263,-0.00545,0.00041,-7e-05,4.264e-05
2059,-69.0,-109.0,1.4282,34.7286,0.04011,0.11349,-0.00102,0.00179,-0.000136155
2067,-53.0,-109.0,3.6484,34.32,0.06666,0.16489,-0.00697,-0.01178,-0.000116475
2073,-41.0,-109.0,4.3838,34.2965,-0.03063,0.025,0.00105,-0.00046,-9.5681e-05
2074,-39.0,-109.0,4.42,34.2966,-0.0444,-0.01948,0.00167,0.00075,-9.1781e-05
2081,-23.0,-109.0,4.1032,34.4785,-0.01486,0.0486,-0.00065,0.01724,-5.6985e-05
2087,-11.0,-109.0,4.4539,34.5353,0.00907,0.0002,-0.00057,0.00397,-2.7828e-05
2091,-3.0,-109.0,4.5842,34.5517,0.01458,-0.00559,-0.00039,0.00254,-7.633e-06
2094,3.0,-109.0,4.6267,34.5599,-0.0055,0.01492,0.00045,0.00099,7.633e-06
2095,5.0,-109.0,4.6096,34.5637,-0.01246,-0.0066,-0.00033,0.00167,1.2711e-05
2097,9.0,-109.0,4.5812,34.5643,0.00347,-0.02145,-0.00029,-0.00153,2.2815e-05
2100,15.0,-109.0,4.5299,34.552,-0.00508,-0.02033,0.00101,-0.00261,3.7747e-05
2110,-57.0,-107.0,2.8373,34.4305,0.02708,0.16265,-0.00908,-0.03844,-0.000122313
2111,-55.0,-107.0,3.2458,34.3551,-0.01999,0.2015,0.00585,-0.02546,-0.000119467
2112,-53.0,-107.0,3.6871,34.3164,0.02211,0.17031,-0.00045,-0.01033,-0.000116475
2113,-51.0,-107.0,3.9669,34.3048,0.03057,0.11129,-0.00151,-0.00216,-0.000113341
2118,-41.0,-107.0,4.3082,34.2997,-0.04301,0.01763,0.00119,-0.0002,-9.5681e-05
2122,-33.0,-107.0,4.1975,34.3127,-0.03742,-0.06502,0.00152,0.00672,-7.9431e-05
2130,-17.0,-107.0,4.3554,34.5202,0.00654,0.02586,-0.00109,0.0017,-4.264e-05
2134,-9.0,-107.0,4.4843,34.5412,-0.00464,0.01707,-0.00063,0.00294,-2.2815e-05
2135,-7.0,-107.0,4.525,34.5461,0.00653,0.00058,0.00087,0.00072,-1.7774e-05
2137,-3.0,-107.0,4.5881,34.5517,-0.00305,-0.00859,0.00061,0.00226,-7.633e-06
2138,-1.0,-107.0,4.556,34.5552,0.00075,-0.00396,0.00031,0.00169,-2.545e-06
2142,7.0,-107.0,4.6263,34.5647,-0.00299,-0.0025,0.0001,9e-05,1.7774e-05
2147,17.0,-107.0,4.5156,34.5493,-0.00665,-0.00241,0.00185,-0.0036,4.264e-05
2154,-61.0,-105.0,2.2581,34.6321,0.01455,0.07315,-0.00815,-0.02932,-0.000127556
2155,-59.0,-105.0,2.5602,34.5095,0.04368,0.16247,-0.01503,-0.06031,-0.000125011
2158,-53.0,-105.0,3.759,34.3131,0.07845,0.16412,-0.00442,-0.00835,-0.000116475
2159,-51.0,-105.0,4.0114,34.3027,0.02524,0.09974,-0.00171,-0.00348,-0.000113341
2170,-29.0,-105.0,4.1218,34.3645,-0.02266,-0.0033,0.00797,0.01808,-7.0706e-05
2174,-21.0,-105.0,4.1588,34.5082,0.00304,0.04784,-0.00094,0.00686,-5.2265e-05
2177,-15.0,-105.0,4.4234,34.5246,0.0124,0.02989,0.00038,0.00269,-3.7747e-05
2181,-7.0,-105.0,4.5517,34.5471,0.01504,-0.00467,0.0,0.00046,-1.7774e-05
2183,-3.0,-105.0,4.5839,34.5534,-0.00418,0.00072,0.00026,0.00231,-7.633e-06
2187,5.0,-105.0,4.64,34.5635,0.0162,-0.00279,0.00091,0.00162,1.2711e-05
2198,-61.0,-103.0,2.2921,34.6177,0.04043,0.09941,-0.01668,-0.03997,-0.000127556
2199,-59.0,-103.0,2.5967,34.4975,0.01898,0.13646,-0.00842,-0.04811,-0.000125011
2200,-57.0,-103.0,2.9321,34.408,0.01221,0.17076,-0.00305,-0.03573,-0.000122313
2211,-35.0,-103.0,4.1173,34.3118,-0.04491,0.01647,0.00053,0.00086,-8.3652e-05
2215,-27.0,-103.0,4.115,34.4166,-0.0098,-0.01575,0.00655,0.01313,-6.6211e-05
2217,-23.0,-103.0,4.0405,34.4806,-0.01139,0.03697,0.00015,0.01408,-5.6985e-05
2218,-21.0,-103.0,4.1578,34.5057,0.00451,0.05623,-0.0001,0.00664,-5.2265e-05
2222,-13.0,-103.0,4.4584,34.5284,0.00398,0.01273,-0.00081,0.00164,-3.2807e-05
2225,-7.0,-103.0,4.5583,34.5468,-0.0071,-0.01094,0.00011,0.00107,-1.7774e-05
2226,-5.0,-103.0,4.5488,34.5496,-0.00457,0.03196,0.00061,0.00152,-1.2711e-05
2235,13.0,-103.0,4.5855,34.5597,-0.00307,0.00599,-8e-05,-0.00272,3.2807e-05
2236,15.0,-103.0,4.561,34.5555,0.01237,-0.01542,-4e-05,-0.00021,3.7747e-05
2237,-69.0,-101.0,1.6262,34.7285,0.06039,0.1428,-0.00096,-0.00104,-0.000136155
2238,-67.0,-101.0,1.8752,34.7189,0.01109,0.09761,0.00023,-0.00805,-0.000134248
2242,-59.0,-101.0,2.6072,34.4905,0.00446,0.10018,-0.00352,-0.03497,-0.000125011
2243,-57.0,-101.0,2.9199,34.4076,-0.01249,0.19273,-8e-05,-0.04107,-0.000122313
2244,-55.0,-101.0,3.4024,34.3395,-0.01835,0.24279,0.00126,-0.02261,-0.000119467
2253,-37.0,-101.0,4.1083,34.3084,-0.0197,-0.02995,0.00109,0.00101,-8.777e-05
2256,-31.0,-101.0,4.0896,34.3439,-0.01381,-0.00184,0.00302,0.01134,-7.5114e-05
2264,-15.0,-101.0,4.423,34.5265,0.00559,0.03119,0.00084,0.0005,-3.7747e-05
2268,-7.0,-101.0,4.5483,34.548,-0.0012,-0.01677,0.00041,0.00057,-1.7774e-05
2269,-5.0,-101.0,4.5494,34.5501,0.01364,0.03206,-5e-05,0.00186,-1.2711e-05
2273,3.0,-101.0,4.6295,34.5628,0.00409,0.00395,0.00063,0.00063,7.633e-06
2274,5.0,-101.0,4.6488,34.5652,-0.00632,-0.00643,0.00086,0.00166,1.2711e-05
2284,-61.0,-99.0,2.3686,34.5872,0.02113,0.10464,-0.00652,-0.04328,-0.000127556
2288,-53.0,-99.0,3.8067,34.3066,-0.00781,0.10163,-0.00011,-0.00481,-0.000116475
2291,-47.0,-99.0,4.0461,34.3059,-0.05052,0.02319,0.00107,-7e-05,-0.000106662
2304,-21.0,-99.0,4.1596,34.5081,0.00251,0.04828,-0.00029,0.00337,-5.2265e-05
2313,-3.0,-99.0,4.5971,34.5584,0.01535,0.01161,0.00068,0.00215,-7.633e-06
2315,1.0,-99.0,4.6071,34.5601,-0.00256,0.0247,0.00046,0.00191,2.545e-06
2319,9.0,-99.0,4.5916,34.5652,0.00825,-0.00729,0.00084,-0.00082,2.2815e-05
2321,13.0,-99.0,4.5937,34.5585,-0.00423,-0.01807,0.0001,-0.00059,3.2807e-05
2326,-61.0,-97.0,2.3783,34.5836,-0.00144,0.09556,-0.00086,-0.03818,-0.000127556
2329,-55.0,-97.0,3.4764,34.3305,0.07252,0.21856,-0.00879,-0.0182,-0.000119467
2331,-51.0,-97.0,3.8572,34.3055,-0.06072,0.02586,0.00278,0.00069,-0.000113341
2333,-47.0,-97.0,3.9965,34.308,-0.02087,-0.00064,0.00196,0.00237,-0.000106662
2337,-39.0,-97.0,3.9882,34.3189,-0.03389,0.02845,0.00119,-0.00131,-9.1781e-05
2340,-33.0,-97.0,4.0027,34.3312,-0.03062,-0.01241,0.0042,0.01021,-7.9431e-05
2341,-31.0,-97.0,3.9898,34.3609,-0.0209,0.00197,0.00554,0.01668,-7.5114e-05
2346,-21.0,-97.0,4.1977,34.5085,0.01425,0.03463,0.00058,0.00445,-5.2265e-05
2347,-19.0,-97.0,4.3162,34.5135,0.01619,0.05463,0.00078,0.00224,-4.7482e-05
2349,-15.0,-97.0,4.445,34.526,0.00101,0.02081,-0.00108,0.00131,-3.7747e-05
2350,-13.0,-97.0,4.4492,34.5313,0.00332,0.00694,0.00094,0.00279,-3.2807e-05
2351,-11.0,-97.0,4.5034,34.538,0.00562,0.00329,-0.00064,0.00288,-2.7828e-05
2353,-7.0,-97.0,4.5621,34.5463,0.00098,-0.00103,-0.00107,0.00163,-1.7774e-05
2359,5.0,-97.0,4.6614,34.5683,0.00703,-0.00176,0.00038,0.00139,1.2711e-05
2360,7.0,-97.0,4.6601,34.5687,0.00785,-0.01111,-0.00025,-0.00108,1.7774e-05
2362,11.0,-97.0,4.6296,34.5625,0.01109,-0.01752,-3e-05,-0.00098,2.7828e-05
2367,-65.0,-95.0,2.0623,34.6918,-0.00375,0.08073,0.00105,-0.01746,-0.000132178
2369,-61.0,-95.0,2.376,34.5826,0.00343,0.08705,-0.00029,-0.0356,-0.000127556
2371,-57.0,-95.0,2.9485,34.4057,-0.06071,0.24992,0.01363,-0.05263,-0.000122313
2374,-51.0,-95.0,3.8041,34.3094,-0.00755,0.01803,0.00174,0.00197,-0.000113341
2380,-39.0,-95.0,3.9403,34.3218,-0.0263,0.03733,0.00232,-0.00198,-9.1781e-05
2382,-35.0,-95.0,3.955,34.3213,-0.01582,0.01089,0.00418,0.00092,-8.3652e-05
2383,-33.0,-95.0,3.9436,34.3362,-0.02623,-0.00343,0.00268,0.01097,-7.9431e-05
2384,-31.0,-95.0,3.9551,34.3669,-0.0211,0.01693,0.00199,0.01766,-7.5114e-05
2388,-21.0,-95.0,4.2009,34.5071,-0.00166,0.0581,-0.00149,0.00442,-5.2265e-05
2393,-11.0,-95.0,4.5122,34.537,-0.00183,0.00165,0.00013,0.00294,-2.7828e-05
2395,-7.0,-95.0,4.5634,34.5466,0.00675,0.00406,0.00157,0.00292,-1.7774e-05
2396,-5.0,-95.0,4.5821,34.5518,0.01622,0.01764,0.00028,0.00248,-1.2711e-05
2402,7.0,-95.0,4.6579,34.5691,-0.00591,-0.00519,5e-05,-0.00095,1.7774e-05
2406,21.0,-95.0,4.954,34.9345,0.04271,0.10203,-0.00181,-0.00576,5.2265e-05
2408,25.0,-95.0,5.0579,34.929,-0.00224,-0.08422,-0.00084,0.00154,6.1635e-05
2409,27.0,-95.0,5.0173,34.9327,0.03773,0.04907,0.00141,0.00151,6.6211e-05
2413,-63.0,-93.0,2.2085,34.6513,-0.01063,0.06764,0.00316,-0.02363,-0.000129946
2415,-59.0,-93.0,2.5767,34.5035,0.00462,0.0772,-0.00156,-0.03107,-0.000125011
2416,-57.0,-93.0,2.9223,34.4102,0.02547,0.25933,-0.00951,-0.05572,-0.000122313
2417,-55.0,-93.0,3.5519,34.318,0.00377,0.22706,-0.00129,-0.02046,-0.000119467
2418,-53.0,-93.0,3.7619,34.3039,-0.02739,0.03229,0.00086,0.00146,-0.000116475
2420,-49.0,-93.0,3.8212,34.3162,-0.04119,0.01169,0.00385,0.00225,-0.000110068
2424,-41.0,-93.0,3.8229,34.327,-0.0109,0.00616,0.00102,0.00094,-9.5681e-05
2426,-37.0,-93.0,3.9272,34.3214,-0.00295,0.01494,-0.00123,-0.00184,-8.777e-05
2428,-33.0,-93.0,3.9091,34.3453,-0.01141,-0.01149,0.00549,0.00912,-7.9431e-05
2431,-27.0,-93.0,4.1188,34.4542,0.01013,-0.00406,0.00344,0.01282,-6.6211e-05
2436,-17.0,-93.0,4.3771,34.5203,0.00585,0.02859,0.00024,0.0018,-4.264e-05
2438,-13.0,-93.0,4.4493,34.5329,0.00371,0.02199,-0.00091,0.00148,-3.2807e-05
2440,-9.0,-93.0,4.5269,34.5433,-0.01551,0.04462,0.00023,0.00151,-2.2815e-05
2444,-1.0,-93.0,4.6174,34.5594,-0.00293,-0.00393,0.00011,-0.00042,-2.545e-06
2449,9.0,-93.0,4.6712,34.5666,0.01908,0.00079,-8e-05,-0.00046,2.2815e-05
2457,-63.0,-91.0,2.2021,34.6526,0.00445,0.06267,-0.00161,-0.02089,-0.000129946
2458,-61.0,-91.0,2.3789,34.5839,-0.01315,0.08792,-0.00066,-0.03729,-0.000127556
2462,-53.0,-91.0,3.6931,34.3096,-0.0693,0.01736,0.00709,0.00165,-0.000116475
2466,-45.0,-91.0,3.7791,34.3272,-0.0513,0.00422,0.00341,0.00071,-0.000103126
2470,-37.0,-91.0,3.9101,34.3216,-0.0243,0.03693,0.00348,-0.00185,-8.777e-05
2474,-29.0,-91.0,3.9858,34.4231,0.01253,0.08751,0.00637,0.02069,-7.0706e-05
2476,-25.0,-91.0,4.1102,34.4724,-0.00074,-0.00754,0.00108,0.00591,-6.1635e-05
2477,-23.0,-91.0,4.1173,34.4895,0.0075,0.02782,-2e-05,0.00713,-5.6985e-05
2480,-17.0,-91.0,4.3937,34.5199,0.00885,0.01177,-0.00023,0.0007,-4.264e-05
2491,7.0,-91.0,4.703,34.5698,0.01002,-0.01029,0.00063,-0.00212,1.7774e-05
2498,-65.0,-89.0,2.0872,34.6831,0.01947,0.08618,-0.00371,-0.01946,-0.000132178
2501,-59.0,-89.0,2.6206,34.4795,0.05376,0.17225,-0.02052,-0.05256,-0.000125011
2505,-51.0,-89.0,3.6416,34.3222,-0.04514,-0.00755,0.00416,0.00482,-0.000113341
2506,-49.0,-89.0,3.6475,34.3306,-0.04934,0.01002,0.0039,0.00203,-0.000110068
2508,-45.0,-89.0,3.7012,34.3326,-0.03901,0.02045,0.00313,-0.00044,-0.000103126
2512,-37.0,-89.0,3.865,34.3289,-0.02239,0.00997,0.00381,0.00167,-8.777e-05
2518,-25.0,-89.0,4.1022,34.4764,-0.00422,-0.01079,0.00273,0.00526,-6.1635e-05
2519,-23.0,-89.0,4.1436,34.4911,0.01709,0.0367,0.00141,0.00603,-5.6985e-05
2521,-19.0,-89.0,4.3063,34.5151,-0.00895,0.03804,0.00189,0.00526,-4.7482e-05
2527,-7.0,-89.0,4.5783,34.5494,0.00511,-0.00089,0.00089,0.0024,-1.7774e-05
2529,-3.0,-89.0,4.6434,34.5643,-0.00329,0.00058,0.00054,0.0044,-7.633e-06
2530,1.0,-89.0,4.6971,34.5671,-0.02007,0.0142,0.00014,-0.00061,2.545e-06
2539,-67.0,-87.0,1.8209,34.7207,-0.00804,0.16305,0.00025,-0.00892,-0.000134248
2542,-61.0,-87.0,2.4049,34.566,0.03561,0.08796,-0.01289,-0.04335,-0.000127556
2548,-49.0,-87.0,3.5958,34.3337,-0.02689,-0.0039,0.00131,0.00251,-0.000110068
2559,-27.0,-87.0,4.1024,34.4683,-0.00053,0.03197,0.00294,0.00678,-6.6211e-05
2562,-21.0,-87.0,4.2443,34.5077,0.00273,0.03061,0.001,0.00526,-5.2265e-05
2565,-15.0,-87.0,4.4138,34.5285,-0.01849,0.02338,0.00104,0.00383,-3.7747e-05
2566,-13.0,-87.0,4.4739,34.5346,-0.00236,0.0241,0.00134,0.00261,-3.2807e-05
2568,-9.0,-87.0,4.5481,34.5473,-0.00224,0.02347,-0.00041,0.00232,-2.2815e-05
2573,1.0,-87.0,4.6803,34.5671,0.00203,-0.00183,-0.0004,-0.00059,2.545e-06
2575,7.0,-87.0,4.7011,34.577,0.00613,-0.00819,0.00145,0.00016,1.7774e-05
2577,25.0,-87.0,5.1606,34.9279,0.14838,-0.06484,-0.00543,0.0064,6.1635e-05
2590,-47.0,-85.0,3.6043,34.3379,-0.01489,0.03295,0.00177,0.00027,-0.000106662
2592,-43.0,-85.0,3.5905,34.3438,-0.02002,-0.00509,0.00203,0.00188,-9.9464e-05
2594,-39.0,-85.0,3.7867,34.3339,-0.0276,0.00421,0.00475,0.00311,-9.1781e-05
2596,-35.0,-85.0,3.7897,34.368,-0.02164,0.01722,0.00605,0.01623,-8.3652e-05
2597,-33.0,-85.0,3.7763,34.3973,-0.0171,-0.01548,0.00727,0.00648,-7.9431e-05
2600,-27.0,-85.0,4.1051,34.4714,0.00779,0.05,0.0,0.00808,-6.6211e-05
2604,-19.0,-85.0,4.3433,34.514,-0.01675,0.04358,0.00132,0.00254,-4.7482e-05
2616,5.0,-85.0,4.7364,34.5773,0.00768,-0.00076,0.00076,0.00097,1.2711e-05
2620,25.0,-85.0,5.2336,34.9254,-0.13054,-0.17298,0.00634,0.01059,6.1635e-05
2631,-49.0,-83.0,3.5043,34.3419,-0.00582,0.02571,0.00174,-0.00204,-0.000110068
2637,-37.0,-83.0,3.7444,34.3534,-0.0192,-0.00975,0.00641,0.00805,-8.777e-05
2639,-33.0,-83.0,3.7649,34.4061,-0.00013,-0.00625,0.00589,0.00691,-7.9431e-05
2649,-13.0,-83.0,4.4691,34.537,0.00997,0.02364,0.00019,0.00296,-3.2807e-05
2652,-7.0,-83.0,4.614,34.5541,0.02418,0.02265,0.00051,0.00285,-1.7774e-05
2653,-5.0,-83.0,4.6318,34.561,0.03278,0.00482,3e-05,0.00342,-1.2711e-05
2655,-1.0,-83.0,4.6717,34.5707,0.0173,0.00772,0.0014,0.00101,-2.545e-06
2657,3.0,-83.0,4.7292,34.5746,0.01193,0.01384,0.00064,0.0034,7.633e-06
2665,-61.0,-81.0,2.5046,34.532,0.03798,0.14534,-0.0111,-0.06027,-0.000127556
2682,-27.0,-81.0,4.1109,34.4778,-0.03018,0.04136,0.00245,0.00492,-6.6211e-05
2683,-25.0,-81.0,4.2092,34.4905,0.0192,0.02155,0.00204,0.00707,-6.1635e-05
2686,-19.0,-81.0,4.3653,34.5155,-0.01478,0.04439,0.00111,0.00247,-4.7482e-05
2694,11.0,-81.0,5.1759,34.9165,0.02789,0.04618,-0.00174,0.0037,2.7828e-05
2699,-61.0,-79.0,2.5265,34.5244,-0.00111,0.11947,-0.00075,-0.05081,-0.000127556
2700,-59.0,-79.0,2.8057,34.4267,-0.00668,0.15351,0.00436,-0.04162,-0.000125011
2706,-47.0,-79.0,3.5034,34.3537,-0.00216,0.00815,0.00204,0.00358,-0.000106662
2712,-35.0,-79.0,3.7686,34.4078,0.00054,0.01388,0.00953,0.01434,-8.3652e-05
2713,-33.0,-79.0,3.7774,34.4272,0.01732,0.01012,0.00541,0.00336,-7.9431e-05
2714,-31.0,-79.0,3.8396,34.4396,0.02485,0.04996,0.00759,0.0119,-7.5114e-05
2715,-29.0,-79.0,3.9754,34.4665,0.0097,0.04902,0.00319,0.00859,-7.0706e-05
2718,-23.0,-79.0,4.2252,34.5029,-0.00048,0.00214,-0.0008,0.00484,-5.6985e-05
2725,5.0,-79.0,4.7588,34.5769,0.03472,0.01683,-0.00104,0.00043,1.2711e-05
